851|UWASE Devotha|Female|Library|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
852|MUKAMANA Claudine|Female|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
853|HAKIZIMANA Damascene|Male|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
854|NIYONSENGA Solange|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
855|UWAMAHORO Eric|Male|ICT|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
856|MUKESHIMANA Claudine|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
857|UWIMANA Placide|Male|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
858|MANIRAKIZA Theogene|Male|SRH|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
859|MUKAMANA Beatrice|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
860|UWAMAHORO Marie Rose|Female|Library|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
861|NIYONSENGA Eric|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
862|UWINEZA Solange|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
863|HAKIZIMANA Celestin|Male|Outreach Communication|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
864|UWASE Chantal|Female|ICT|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
865|MANIRIHO Theoneste|Male|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
866|UWAMAHORO Donatha|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
867|NIYONSABA Jean Claude|Male|SRH|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
868|MUKESHIMANA Christine|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
869|UWIMANA Claudine|Female|Library|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
870|NZABONIMPA Jean Pierre|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
871|UWINEZA Devotha|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
872|MUKAMANA Joselyne|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
873|HAKIZIMANA Innocent|Male|ICT|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
874|UWASE Beatrice|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
875|MANIRAKIZA Celestin|Male|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
876|MUKESHIMANA Donatha|Female|SRH|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
877|NIYONSABA Theoneste|Male|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
878|UWINEZA Joselyne|Female|Library|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
879|HAKIZIMANA Jean Damascene|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
880|UWAMAHORO Chantal|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
881|MUKAMANA Marie Rose|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
882|UWIMANA Theogene|Male|ICT|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
883|MANIRIHO Jean Claude|Male|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
884|UWASE Devotha|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
885|MUKAMANA Claudine|Female|SRH|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
886|HAKIZIMANA Damascene|Male|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
887|NIYONSENGA Solange|Female|Library|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
888|UWAMAHORO Eric|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
889|MUKESHIMANA Claudine|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
890|UWIMANA Placide|Male|Outreach Communication|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
891|MANIRAKIZA Theogene|Male|ICT|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
892|MUKAMANA Beatrice|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
893|UWAMAHORO Marie Rose|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
894|NIYONSENGA Eric|Male|SRH|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
895|UWINEZA Solange|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
896|HAKIZIMANA Celestin|Male|Library|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
897|UWASE Chantal|Female|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
898|MANIRIHO Theoneste|Male|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
899|UWAMAHORO Donatha|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
900|NIYONSABA Jean Claude|Male|ICT|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
901|MUKESHIMANA Christine|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
902|UWIMANA Claudine|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
903|NZABONIMPA Jean Pierre|Male|SRH|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
904|UWINEZA Devotha|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
905|MUKAMANA Joselyne|Female|Library|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
906|HAKIZIMANA Innocent|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
907|UWASE Beatrice|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
908|MANIRAKIZA Celestin|Male|Outreach Communication|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
909|MUKESHIMANA Donatha|Female|ICT|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
910|NIYONSABA Theoneste|Male|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
911|UWINEZA Joselyne|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
912|HAKIZIMANA Jean Damascene|Male|SRH|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
913|UWAMAHORO Chantal|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
914|MUKAMANA Marie Rose|Female|Library|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
915|UWIMANA Theogene|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
916|MANIRIHO Jean Claude|Male|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
917|UWASE Devotha|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
918|MUKAMANA Claudine|Female|ICT|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
919|HAKIZIMANA Damascene|Male|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
920|NIYONSENGA Solange|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
921|UWAMAHORO Eric|Male|SRH|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
922|MUKESHIMANA Claudine|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
923|UWIMANA Placide|Male|Library|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
924|MANIRAKIZA Theogene|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
925|MUKAMANA Beatrice|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
926|UWAMAHORO Marie Rose|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
927|NIYONSENGA Eric|Male|ICT|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
928|UWINEZA Solange|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
929|HAKIZIMANA Celestin|Male|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
930|UWASE Chantal|Female|SRH|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
931|MANIRIHO Theoneste|Male|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
932|UWAMAHORO Donatha|Female|Library|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
933|NIYONSABA Jean Claude|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
934|MUKESHIMANA Christine|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
935|UWIMANA Claudine|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
936|NZABONIMPA Jean Pierre|Male|ICT|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
937|UWINEZA Devotha|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
938|MUKAMANA Joselyne|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
939|HAKIZIMANA Innocent|Male|SRH|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
940|UWASE Beatrice|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
941|MANIRAKIZA Celestin|Male|Library|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
942|MUKESHIMANA Donatha|Female|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
943|NIYONSABA Theoneste|Male|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
944|UWINEZA Joselyne|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
945|HAKIZIMANA Jean Damascene|Male|ICT|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
946|UWAMAHORO Chantal|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
947|MUKAMANA Marie Rose|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
948|UWIMANA Theogene|Male|SRH|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
949|MANIRIHO Jean Claude|Male|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
950|UWASE Devotha|Female|Library|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
951|MUKAMANA Claudine|Female|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
952|HAKIZIMANA Damascene|Male|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
953|NIYONSENGA Solange|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
954|UWAMAHORO Eric|Male|ICT|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
955|MUKESHIMANA Claudine|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
956|UWIMANA Placide|Male|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
957|MANIRAKIZA Theogene|Male|SRH|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
958|MUKAMANA Beatrice|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
959|UWAMAHORO Marie Rose|Female|Library|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
960|NIYONSENGA Eric|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
961|UWINEZA Solange|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
962|HAKIZIMANA Celestin|Male|Outreach Communication|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
963|UWASE Chantal|Female|ICT|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
964|MANIRIHO Theoneste|Male|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
965|UWAMAHORO Donatha|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
966|NIYONSABA Jean Claude|Male|SRH|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
967|MUKESHIMANA Christine|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
968|UWIMANA Claudine|Female|Library|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
969|NZABONIMPA Jean Pierre|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
970|UWINEZA Devotha|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
971|MUKAMANA Joselyne|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
972|HAKIZIMANA Innocent|Male|ICT|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
973|UWASE Beatrice|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
974|MANIRAKIZA Celestin|Male|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
975|MUKESHIMANA Donatha|Female|SRH|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
976|NIYONSABA Theoneste|Male|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
977|UWINEZA Joselyne|Female|Library|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
978|HAKIZIMANA Jean Damascene|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
979|UWAMAHORO Chantal|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
980|MUKAMANA Marie Rose|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
981|UWIMANA Theogene|Male|ICT|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
982|MANIRIHO Jean Claude|Male|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
983|UWASE Devotha|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
984|MUKAMANA Claudine|Female|SRH|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
985|HAKIZIMANA Damascene|Male|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
986|NIYONSENGA Solange|Female|Library|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
987|UWAMAHORO Eric|Male|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
988|MUKESHIMANA Claudine|Female|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
989|UWIMANA Placide|Male|Outreach Communication|RAMBURA|KABIZI|KABIZI|0781708849|1200180079948038
990|MANIRAKIZA Theogene|Male|ICT|RAMBURA|KABIZI|RUMANGA|0784161804|1199570154865022
991|MUKAMANA Beatrice|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0780517721|1200070093863071
992|UWAMAHORO Marie Rose|Female|Youth Empowerment & Entrepreneurship Skills|RAMBURA|KABIZI|KABIZI|0780447385|1200080077180026
993|NIYONSENGA Eric|Male|SRH|RAMBURA|KABIZI|RUMANGA|0787057008|1199870133464010
994|UWINEZA Solange|Female|VCT|RAMBURA|KABIZI|NYAGAHENGERI|0798629910|1200270080183091
995|HAKIZIMANA Celestin|Male|Library|RAMBURA|KABIZI|KABIZI|0788915076|1198870111807136
996|UWASE Chantal|Female|Sports & Leisure|RAMBURA|KABIZI|RUMANGA|0786524318|1199380088915049
997|MANIRIHO Theoneste|Male|Job Desk|RAMBURA|KABIZI|NYAGAHENGERI|0780051830|1199680007652757
998|UWAMAHORO Donatha|Female|Outreach Communication|RAMBURA|KABIZI|KABIZI|0786039642|1200370132174093
999|NIYONSABA Jean Claude|Male|ICT|RAMBURA|KABIZI|RUMANGA|0787421347|1200470031332001
1000|MUKESHIMANA Christine|Female|Volunteering & Civic Education|RAMBURA|KABIZI|NYAGAHENGERI|0784955784|1199980039818020
